-4.992871 0.000002
-4.892871 0.000004
-4.792871 0.000013
-4.692871 0.000026
-4.592871 0.000056
-4.492871 0.000099
-4.392871 0.000197
-4.292871 0.000306
-4.192871 0.000504
-4.092871 0.000801
-3.992871 0.001273
-3.892871 0.002026
-3.792871 0.003031
-3.692871 0.004423
-3.592871 0.006487
-3.492871 0.009110
-3.392871 0.012204
-3.292871 0.016056
-3.192871 0.021222
-3.092871 0.026817
-2.992871 0.033480
-2.892871 0.040888
-2.792871 0.048817
-2.692871 0.057957
-2.592871 0.067708
-2.492871 0.078547
-2.392871 0.089436
-2.292871 0.100822
-2.192871 0.112932
-2.092871 0.124007
-1.992871 0.134824
-1.892871 0.146244
-1.792871 0.157597
-1.692871 0.166903
-1.592871 0.176905
-1.492871 0.186806
-1.392871 0.193571
-1.292871 0.201569
-1.192871 0.208482
-1.092871 0.215108
-0.992871 0.220853
-0.892871 0.226805
-0.792871 0.229700
-0.692871 0.233175
-0.592871 0.237626
-0.492871 0.240675
-0.392871 0.242263
-0.292871 0.243238
-0.192871 0.244678
-0.092871 0.244197
0.007129 0.244504
0.107129 0.244940
0.207129 0.244353
0.307129 0.242947
0.407129 0.241491
0.507129 0.238490
0.607129 0.234399
0.707129 0.230373
0.807129 0.225594
0.907129 0.221290
1.007129 0.215347
1.107129 0.208461
1.207129 0.201367
1.307129 0.193438
1.407129 0.184794
1.507129 0.175445
1.607129 0.166632
1.707129 0.155451
1.807129 0.145196
1.907129 0.133557
2.007129 0.122630
2.107129 0.110453
2.207129 0.099480
2.307129 0.087579
2.407129 0.076868
2.507129 0.066763
2.607129 0.056653
2.707129 0.047960
2.807129 0.039755
2.907129 0.032616
3.007129 0.025833
3.107129 0.020286
3.207129 0.015769
3.307129 0.011893
3.407129 0.008503
3.507129 0.006001
3.607129 0.004314
3.707129 0.002944
3.807129 0.001987
3.907129 0.001254
4.007129 0.000754
4.107129 0.000497
4.207129 0.000266
4.307129 0.000167
4.407129 0.000104
4.507129 0.000079
4.607129 0.000030
4.707129 0.000011
4.807129 0.000005
4.907129 0.000002
