-11.805316 0.000002
-11.705316 0.000000
-11.605316 0.000002
-11.505316 0.000002
-11.405316 0.000001
-11.305316 0.000002
-11.205316 0.000000
-11.105316 0.000002
-11.005316 0.000002
-10.905316 0.000002
-10.805316 0.000000
-10.705316 0.000005
-10.605316 0.000002
-10.505316 0.000009
-10.405316 0.000005
-10.305316 0.000007
-10.205316 0.000006
-10.105316 0.000005
-10.005316 0.000008
-9.905316 0.000014
-9.805316 0.000014
-9.705316 0.000011
-9.605316 0.000014
-9.505316 0.000014
-9.405316 0.000026
-9.305316 0.000032
-9.205316 0.000028
-9.105316 0.000040
-9.005316 0.000047
-8.905316 0.000063
-8.805316 0.000094
-8.705316 0.000085
-8.605316 0.000120
-8.505316 0.000108
-8.405316 0.000125
-8.305316 0.000178
-8.205316 0.000191
-8.105316 0.000258
-8.005316 0.000275
-7.905316 0.000298
-7.805316 0.000436
-7.705316 0.000488
-7.605316 0.000540
-7.505316 0.000668
-7.405316 0.000752
-7.305316 0.000920
-7.205316 0.001009
-7.105316 0.001180
-7.005316 0.001369
-6.905316 0.001624
-6.805316 0.001788
-6.705316 0.002132
-6.605316 0.002403
-6.505316 0.002730
-6.405316 0.003076
-6.305316 0.003471
-6.205316 0.004029
-6.105316 0.004489
-6.005316 0.005000
-5.905316 0.005700
-5.805316 0.006217
-5.705316 0.007277
-5.605316 0.007977
-5.505316 0.008958
-5.405316 0.010129
-5.305316 0.011263
-5.205316 0.012417
-5.105316 0.013906
-5.005316 0.015413
-4.905316 0.016807
-4.805316 0.018520
-4.705316 0.020522
-4.605316 0.022754
-4.505316 0.024612
-4.405316 0.026852
-4.305316 0.028797
-4.205316 0.031463
-4.105316 0.034498
-4.005316 0.037010
-3.905316 0.040544
-3.805316 0.043826
-3.705316 0.046968
-3.605316 0.050219
-3.505316 0.054385
-3.405316 0.057704
-3.305316 0.061956
-3.205316 0.066284
-3.105316 0.069971
-3.005316 0.074659
-2.905316 0.078696
-2.805316 0.083111
-2.705316 0.088358
-2.605316 0.093080
-2.505316 0.097637
-2.405316 0.102715
-2.305316 0.107982
-2.205316 0.112428
-2.105316 0.116897
-2.005316 0.121548
-1.905316 0.127110
-1.805316 0.130685
-1.705316 0.136249
-1.605316 0.140325
-1.505316 0.144080
-1.405316 0.148343
-1.305316 0.152608
-1.205316 0.156692
-1.105316 0.159233
-1.005316 0.162721
-0.905316 0.165842
-0.805316 0.167995
-0.705316 0.170863
-0.605316 0.173156
-0.505316 0.175097
-0.405316 0.176094
-0.305316 0.177640
-0.205316 0.177948
-0.105316 0.179395
-0.005316 0.178399
0.094684 0.179059
0.194684 0.177134
0.294684 0.175438
0.394684 0.175096
0.494684 0.172478
0.594684 0.170324
0.694684 0.167896
0.794684 0.165272
0.894684 0.162440
0.994684 0.159544
1.094684 0.156281
1.194684 0.153093
1.294684 0.149300
1.394684 0.145598
1.494684 0.141090
1.594684 0.136663
1.694684 0.131576
1.794684 0.127283
1.894684 0.121961
1.994684 0.117902
2.094684 0.112360
2.194684 0.108167
2.294684 0.102977
2.394684 0.097578
2.494684 0.093655
2.594684 0.087990
2.694684 0.084171
2.794684 0.079546
2.894684 0.075499
2.994684 0.071137
3.094684 0.066548
3.194684 0.062569
3.294684 0.058538
3.394684 0.054593
3.494684 0.050761
3.594684 0.047517
3.694684 0.044054
3.794684 0.040984
3.894684 0.037714
3.994684 0.034858
4.094684 0.031982
4.194684 0.029237
4.294684 0.027168
4.394684 0.024824
4.494684 0.022487
4.594684 0.020631
4.694684 0.018800
4.794684 0.016884
4.894684 0.015239
4.994684 0.013811
5.094684 0.012505
5.194684 0.011401
5.294684 0.010004
5.394684 0.009122
5.494684 0.008145
5.594684 0.007379
5.694684 0.006564
5.794684 0.005766
5.894684 0.005185
5.994684 0.004537
6.094684 0.004029
6.194684 0.003463
6.294684 0.003111
6.394684 0.002600
6.494684 0.002443
6.594684 0.002139
6.694684 0.001808
6.794684 0.001527
6.894684 0.001387
6.994684 0.001255
7.094684 0.001047
7.194684 0.000916
7.294684 0.000805
7.394684 0.000647
7.494684 0.000575
7.594684 0.000476
7.694684 0.000429
7.794684 0.000363
7.894684 0.000301
7.994684 0.000237
8.094684 0.000201
8.194684 0.000204
8.294684 0.000165
8.394684 0.000134
8.494684 0.000114
8.594684 0.000098
8.694684 0.000086
8.794684 0.000070
8.894684 0.000047
8.994684 0.000047
9.094684 0.000046
9.194684 0.000034
9.294684 0.000027
9.394684 0.000028
9.494684 0.000016
9.594684 0.000011
9.694684 0.000008
9.794684 0.000005
9.894684 0.000005
9.994684 0.000006
10.094684 0.000006
10.194684 0.000002
10.294684 0.000004
10.394684 0.000005
10.494684 0.000003
10.594684 0.000001
10.694684 0.000003
10.794684 0.000004
10.894684 0.000001
10.994684 0.000002
11.094684 0.000002
11.194684 0.000005
11.294684 0.000002
11.394684 0.000001
11.494684 0.000001
11.594684 0.000001
