-5.56387 1.52588e-05
-5.46387 2.05994e-05
-5.36387 2.89917e-05
-5.26387 3.89099e-05
-5.16387 4.50134e-05
-5.06387 6.56128e-05
-4.96387 8.69751e-05
-4.86387 0.000150299
-4.76387 0.000213623
-4.66387 0.000276947
-4.56387 0.000392914
-4.46387 0.000554657
-4.36387 0.000829315
-4.26387 0.00101776
-4.16387 0.00150299
-4.06387 0.00223236
-3.96387 0.00281982
-3.86387 0.00347443
-3.76387 0.00477905
-3.66387 0.00654984
-3.56387 0.00820923
-3.46387 0.0107452
-3.36387 0.0138046
-3.26387 0.0172729
-3.16387 0.0218353
-3.06387 0.0275558
-2.96387 0.0338791
-2.86387 0.0405602
-2.76387 0.0476341
-2.66387 0.0569588
-2.56387 0.0650085
-2.46387 0.0761223
-2.36387 0.0873039
-2.26387 0.09869
-2.16387 0.109393
-2.06387 0.120665
-1.96387 0.134139
-1.86387 0.144897
-1.76387 0.156026
-1.66387 0.169745
-1.56387 0.180673
-1.46387 0.189231
-1.36387 0.197947
-1.26387 0.203901
-1.16387 0.211147
-1.06387 0.218609
-0.963873 0.225898
-0.863873 0.232378
-0.763873 0.236317
-0.663873 0.239415
-0.563873 0.240643
-0.463873 0.24547
-0.363873 0.248254
-0.263873 0.250734
-0.163873 0.252529
-0.0638729 0.255495
0.0361271 0.253323
0.136127 0.251104
0.236127 0.250524
0.336127 0.249168
0.436127 0.244289
0.536127 0.241336
0.636127 0.237092
0.736127 0.231817
0.836127 0.225381
0.936127 0.221936
1.03613 0.213754
1.13613 0.207002
1.23613 0.200182
1.33613 0.19024
1.43613 0.181029
1.53613 0.169975
1.63613 0.15907
1.73613 0.146434
1.83613 0.136978
1.93613 0.124089
2.03613 0.112714
2.13613 0.101608
2.23613 0.0898636
2.33613 0.0786102
2.43613 0.0692703
2.53613 0.0592018
2.63613 0.0499489
2.73613 0.0414215
2.83613 0.0350441
2.93613 0.0292305
3.03613 0.023436
3.13613 0.0189766
3.23613 0.0150703
3.33613 0.0115936
3.43613 0.00899963
3.53613 0.00655823
3.63613 0.00501709
3.73613 0.00402069
3.83613 0.00297699
3.93613 0.00200653
4.03613 0.00163651
4.13613 0.00108414
4.23613 0.000778961
4.33613 0.000583649
4.43613 0.000380707
4.53613 0.000241852
4.63613 0.000195313
4.73613 0.000165558
4.83613 0.000138092
4.93613 9.53674e-05
5.03613 6.63757e-05
5.13613 5.49316e-05
5.23613 4.73022e-05
5.33613 4.27246e-05
5.43613 1.37329e-05
5.53613 3.05176e-06
