9.10979 -6.99999 4.68873 86.9651 -83.3055 68.7131 -50.4632 33.9525 867.305 -981.197 964.878 -837.978 1284.41 -473.748 319.578 9012.25 -11634.9 13231.9 -13344.5 12060.9 -10709 -30.3006 -41.392 71.3139 -103.536 -41.423 165.101 -215.308 189.52 -213.416 77.621 209.996 -351.412 526.968 -534.581 457.066 2.48991e-14 -3 2 0.331357 0.829897 1.33918e-05 0.531782 -0.999987 -0.99937 -0.999996
9.09883 7 4.00013 86.3659 83.0753 62.3965 36.0028 16.0032 853.043 972.074 900.891 664.706 673.692 176.048 64.0322 8748.02 11409.9 12486.2 11243 8172.88 4757.07 25.3816 -44.0601 -68.9034 100.966 -50.9302 -173.641 -202.716 -143.872 210.058 53.3353 -240.507 -386.651 -451.652 -324.28 -174.988 1.53512e-14 3 2 0.314366 0.0115997 7.80422e-06 0.482499 1 -0.999299 0.999999
11.25 1.45253 0.0227537 217.687 40.8773 4.06609 0.0785576 0.000517732 5683.91 1251.09 196.971 16.6114 0.370561 0.00282294 1.17804e-05 184348 44555.3 8611.79 1182.2 88.5803 2.07407 3.31762 -107.281 -28.0439 49.0996 -593.109 -209.734 -37.8844 -2.10264 270.549 -3462.74 -1118.01 -267.231 -37.83 -0.884133 -0.98503 2.48991e-14 3 0.150843 1.5 0.00017585 1.54728e-05 0.510708 1 -0.999371 0.999997
0.00991997 -1.19919 5 9.84081e-05 -0.0317357 2.84635 -16.3942 42.9999 9.7625e-07 -0.000511639 0.135338 -10.0456 96.433 -229.141 498.999 9.68503e-09 -7.02816e-06 0.00319231 -0.721261 46.9183 -390.251 -7.22904 7.70047 3.64001 -1.18259 2.29825 -8.01914 8.61025 13.5202 -0.690143 -0.168751 -1.45276 9.72577 -12.2202 -2.45668 60.5733 1.57547e-13 -0.0995988 2 0.000237339 0.999999 1.71186e-05 0.585471 -0.999987 -0.999349 -0.999995
7.99567 -2.32982 0.23242 68.2858 -34.6465 9.06302 -0.996401 0.0540464 619.213 -432.492 195.257 -47.8906 6.41284 -0.337483 0.0125742 5932.96 -5158.99 3261.7 -1348.34 316.288 -38.0837 -11.7259 -38.8691 29.9765 -43.7284 -69.5045 84.5442 -42.1709 10.7247 -94.4553 -79.6509 145.324 -114.852 56.3672 -13.9895 1.24671 2.08785e-14 -2.80327 0.482069 0.370608 0.00542673 7.77497e-06 0.510318 -0.95698 -0.99938 -0.999927
11.1911 0.557473 0.240255 213.759 -7.53376 -0.943789 -0.287744 0.0614071 5495.59 -452.056 -3.33559 0.756948 1.60187 -0.181494 0.0166091 175251 -19925.9 1003.28 97.5958 2.45695 -0.730365 -0.242275 -105.11 5.77015 -10.4035 -577.557 75.1376 2.41464 1.21353 -98.6968 -3342.61 500.415 -28.9635 0.840884 0.565674 -0.0752108 2.48991e-14 2.99982 0.486199 1.48059 0.0621721 8.45931e-06 0.508446 -0.886206 -0.999081 -0.915861
10.6496 4.60814 3.73182 198.799 53.0706 19.5366 9.86857 14.0063 5038.4 887.832 196.397 55.8342 262.832 9.53335 52.8675 159165 18450.1 2412.59 3489.49 69.7848 -7.10214 15.8684 -93.6997 -43.8226 64.0867 -513.321 -156.358 -43.8229 -14.0819 191.794 -2988.6 -481.934 -60.6783 -122.953 -22.1261 13.5774 1.57547e-13 2.89992 1.93041 1.49667 0.0731561 1.57077e-05 0.477537 -0.995209 -0.999023 -0.984548
8.42829 -4.76813 3.77109 136.379 -60.9467 32.5612 -17.9563 14.7032 3082.29 -1180.85 574.709 -295.29 337.017 -69.8743 59.1759 88196.6 -30113.8 14313.1 -9976.84 3666.88 -1739.38 -21.4238 -62.8781 51.8825 -76.0546 -296.701 202.492 -124.793 68.7009 -256.701 -1529.08 739.67 -440.853 377.936 -162.076 85.0299 1.57547e-13 -2.48876 1.93365 1.49478 0.179156 1.11424e-05 0.586625 -0.857176 -0.999365 0.945667
7.70484 -0.772151 0.000335665 59.7824 -18.2092 1.25223 -0.000780921 3.27726e-07 467.087 -236.412 60.0895 -3.17801 0.00674063 -1.27465e-06 5.21415e-10 3674.57 -2590.34 1174.29 -258.038 11.1248 -0.0107692 -5.53059 -35.4192 15.7766 -23.5249 -60.5066 47.0779 -11.4138 1.62444 -51.9446 -71.923 78.6503 -40.9096 12.6547 -1.23042 -0.990396 2.48991e-14 2.77331 0.00846858 0.116497 0.0162465 1.69379e-05 0.545167 -0.966393 -0.999291 -0.624881
8.29501 0.387878 0.0618061 129.208 17.1827 0.0791782 0.143544 0.00447465 2792.14 500.915 46.283 -0.8055 0.56562 0.0190831 0.00036804 76110.1 15969.9 2317.88 146.082 -4.72287 1.73958 -0.916804 -65.6059 -10.1029 19.9761 -300.12 -83.3401 -7.62391 1.1299 107.91 -1465.41 -404.254 -70.5733 -1.51368 0.750052 -0.834917 1.57547e-13 -2.49267 0.243102 1.44277 0.0520321 2.26948e-05 0.534732 0.991807 -0.999326 0.9959
6.65912 3.0624 2.32363 44.5558 8.88381 3.33995 3.07811 5.39929 299.535 -17.5675 -17.7598 -9.99661 65.6061 -2.22989 12.5462 2023.17 -635.819 -116.788 -8.58111 2.42515 -2.77859 9.72056 -24.8002 -11.0056 9.77571 -39.1316 1.13796 4.37992 2.08432 -4.4987 -57.4207 15.8579 12.4466 3.81736 -2.32919 8.57901 1.47343e-15 2.57898 1.52434 0.0892247 0.002376 2.02095e-06 0.501657 -0.967914 -0.999265 -0.769802
0.0481969 -1.05105 2.33059 0.00264701 -0.128473 2.20142 -6.65395 12.5173 0.000162124 -0.0113238 0.460223 -6.88462 41.254 -57.2286 99.357 1.09108e-05 -0.000954723 0.0585445 -2.07587 28.5741 -121.555 -6.63986 3.87202 3.96466 -1.30149 1.70148 -2.96935 2.06332 7.11702 -0.692487 -0.0751547 -0.967923 4.29717 -2.06566 -4.80776 19.7548 1.57547e-13 -0.215605 1.17232 0.0413687 0.977881 1.54748e-05 0.533926 -0.859337 -0.999348 -0.737248
8.16747 2.55873 1.74453 124.411 31.1535 15.5044 7.91708 6.84958 2623.55 568.052 279.726 126.262 164.148 38.896 39.4433 69707.3 13542.9 6976.08 3304.12 1521.13 998.44 7.71734 -61.343 -24.4449 37.1479 -269.084 -97.558 -59.1256 -26.7914 122.465 -1278.26 -335.762 -213.4 -123.152 -62.1049 -34.1344 1.29404e-13 2.48047 1.03337 1.41942 0.822606 1.11754e-05 0.583379 -0.811386 -0.999289 0.80238
9.91546 0.0785625 0.000335665 176.638 1.97568 1.04518 7.57434e-05 3.27726e-07 4305.84 55.7928 61.8828 0.732933 0.00538864 1.1936e-07 5.21415e-10 131404 1856.6 2752.92 61.3008 6.91515 0.0023524 -2.14705 -87.9303 0.609233 1.28476 -454.016 -7.4509 -11.268 0.894349 11.406 -2500.75 -42.907 -85.8119 1.91355 0.0109476 -0.990864 2.48991e-14 2.77331 0.00846858 1.49137 0.0162465 1.69379e-05 0.545167 0.772925 -0.999291 -0.662772
