4.42577 1e-07 4.90194 21.5204 1e-07 40.2275 42.7744 40.7627 113.653 1e-07 312.091 406.046 838.691 478.273 455.157 648.58 1327.06 2367.69 3664.27 4944.91 6434.13 2e-07 -5.97994 -0.0644732 4e-07 65.0664 81.5569 -373.634 -620.719 6e-07 1252.23 785.24 -672.934 -5059.68 -11003 -10828.8 0.00273759 2.07928 1.99271 0.329177 0.970438 1.49998 0.999999 1 0.993562 0.998163
0.077148 1e-07 4.78321 0.146919 1e-07 0.419269 10.82 37.892 1.60232 1e-07 0.597704 0.153652 55.0317 154.317 399.464 25.2267 5.07184 2.5692 2.64832 -1.53122 122.199 2e-07 4.66199 -0.0407269 4e-07 0.630193 21.6267 32.8503 -5.33492 6e-07 -6.18181 -2.41347 160.944 287.216 148.545 2422.25 0.00937817 -0.224102 1.9913 0.0797394 0.92399 1.49992 1 0.999996 0.452072 0.912152
5.26949 1e-07 4.70771 62.9979 1e-07 41.0219 36.2148 35.269 1107.32 1e-07 628 501.735 662.956 368.324 346.969 25309.4 17963.6 13138.2 11735.2 7708.31 6400.18 2e-07 -19.4612 -0.0256276 4e-07 -272.128 69.0515 -663.861 -708.178 6e-07 -5560.14 -8839.12 -11870.1 -15249.9 -14382.7 -10197.3 0.00481523 1.79007 1.99325 1.44213 0.867527 1.49997 0.999999 1 0.993526 0.995277
11.25 1e-07 2.78294e-07 217.687 1e-07 1.96005 8.27353e-07 7.7505e-14 5683.92 1e-07 132.529 5.82176 3.27981e-06 3.84112e-13 2.85539e-16 184349 39432.9 6413.9 656.627 23.0575 1.62535e-05 2e-07 -76.5562 0.915915 4e-07 -1916.98 9.91204 -125.156 20.0139 6e-07 -60325.9 -23463.6 -6171.84 -496.718 -34.5862 1350 1.90345e-17 3 -0.000527536 1.5 5.4807e-07 1.49963 1 1 0.990575 0.983018
0.481656 1e-07 3.95132 0.320069 1e-07 -1.42926 5.94098 15.691 0.964959 1e-07 1.10174 -3.40649 24.3177 53.4295 62.4472 13.055 3.27577 4.33578 1.0242 -6.38366 10.601 2e-07 3.37364 0.125651 4e-07 -4.89734 12.609 17.2049 22.762 6e-07 0.627232 -15.5186 66.7676 114.679 -21.8661 2788.73 0.00482237 -0.678308 1.99097 0.113964 0.0407206 1.49986 0.999999 0.999997 0.442879 0.903587
0.923047 1e-07 3.59331 2.40489 1e-07 -0.982132 4.4471 14.1328 21.9073 1e-07 5.7945 0.958983 25.5019 44.3157 56.4555 339.068 152.494 83.9158 42.8866 29.694 7.56326 2e-07 1.94879 0.197254 4e-07 -11.9235 9.93606 10.53 22.1547 6e-07 -94.6551 -86.6165 -16.6897 42.6557 -97.0214 2686.08 0.125938 -0.849862 1.99172 0.0981355 0.00271769 1.49991 0.999999 0.999999 0.999937 0.910864
3.33145 1e-07 4.49889 30.9055 1e-07 25.0832 25.7213 32.9431 456.062 1e-07 305.44 272.839 352.59 268.942 318.959 9123.27 6849.62 5427.11 5613.84 3843.94 3502.95 2e-07 -8.10422 0.0161381 4e-07 -92.4745 49.4773 -324.919 -391.746 6e-07 -1665.84 -3051.2 -4824.8 -7203.32 -7108.79 -4485.7 0.0125315 1.05371 1.94464 1.49495 0.872736 1.49994 1 1 0.927384 0.992891
4.43011 1e-07 0.877977 21.533 1e-07 6.70898 3.17004 2.31237 113.538 1e-07 79.6215 47.1597 65.8173 13.8974 10.1497 644.506 820.555 802.642 618.41 412.95 269.33 2e-07 -10.012 0.74032 4e-07 -35.4676 9.0559 -90.4249 -38.3718 6e-07 91.2171 -299.896 -777.938 -772.781 -916.276 1163.08 0.000748366 2.07928 0.0991707 0.329177 0.931692 1.49998 0.999999 1 0.987301 0.998125
7.04133 1e-07 4.7893 102.107 1e-07 53.3816 42.8391 37.8388 2111.25 1e-07 978.245 716.777 943.866 452.092 397.119 55865.4 35848.8 23938.6 19150.8 12004.8 9489.25 2e-07 -32.884 -0.0419444 4e-07 -575.338 81.4511 -1015.58 -993.305 6e-07 -13979.7 -18744.3 -21862.9 -24837.9 -22163.1 -16222 0.0125256 2.21464 1.99874 1.4824 0.917822 1.5 1 1 0.992559 0.994817
5.99735 1e-07 4.36743 81.0854 1e-07 44.2581 36.4721 33.4456 1601.78 1e-07 769.388 574.848 751.453 378.921 342.698 40940.6 26681.5 18101.3 14906.1 9371.6 7481.01 2e-07 -25.9556 0.0424299 4e-07 -428.846 69.5857 -802.72 -798.083 6e-07 -10037 -13789.1 -16517.5 -19324.3 -17327.4 -12366.7 0.110392 2.06011 1.99172 1.4894 0.904621 1.49993 1 0.999998 0.993894 0.989084
