8.27986 -5.51855 3.6787 150.859 -100.533 66.9996 -44.6538 29.7625 3864.5 -2575.1 1715.97 -1143.52 1316 -507.872 338.481 124398 -82887 55229.7 -39244 24523.5 -17423.5 -11.0371 -49.307 71.285 -402.133 -1099.16 1648.91 -1713.2 1565.58 0.330006 -2.99999 1.99998 1.5 0.999089 1.49997 0.999975 -0.999923 -0.999546 -0.999675
8.27996 0.995633 0.266594 150.861 22.241 4.04741 0.787855 0.212907 3864.57 644.162 117.167 22.5282 9.36654 1.03826 0.283019 124400 22496 4262.77 837.483 170.306 40.2533 1.99127 -53.3713 -14.7255 88.9641 -1300.32 -424.718 -115.633 -17.2089 0.330003 -3 -0.124033 1.5 0.500076 1.49999 0.518552 0.999519 0.991857 0.957345
0.254825 -0.60519 3.6797 0.194771 -0.461824 1.65118 -6.23339 29.7952 0.248071 -0.587283 1.80421 -5.99666 25.8342 -81.5262 339.198 0.44226 -1.0454 2.98455 -10.0236 29.8513 -100.759 -1.21038 3.42696 1.4152 -1.8473 4.73053 -11.3519 23.883 46.8639 0.330001 0.0823624 -1.99992 0.500068 0.999963 0.50071 0.999971 -0.990996 -0.989064 -0.987354
8.27946 5.51964 3.67988 150.854 100.568 67.0447 44.6967 29.7984 3864.45 2576.23 1717.46 1144.96 1318.03 508.872 339.253 124398 82929.1 55284.7 39297.8 24570.2 17465.4 11.0393 -50.4079 -71.4522 402.271 -1119.11 -1665.4 -1719.47 -1538 0.330006 -3 -1.99998 1.5 0.999986 1.49951 0.999964 0.999968 0.999902 0.999942
7.78579 5.00957 3.47933 132.562 87.0292 58.0476 38.9347 26.5301 3173.37 2096.97 1395.24 931.749 1084.24 420.211 284.65 95500.3 63264.4 42076.2 29941.2 18755.5 13418.1 10.0191 -44.576 -62.2689 348.117 -919.132 -1360.81 -1405.03 -1258.59 0.330006 -2.90136 -1.93816 1.45116 0.972953 1.49232 0.997408 0.973663 0.629751 0.998218
6.93929 0.0298315 0.266712 72.4168 1.14188 2.26921 0.0140019 0.213096 889.737 14.9171 30.051 0.635008 5.02621 0.00592682 0.283393 12359.7 166.935 487.397 11.992 34.3674 4.54127 0.059663 -28.4006 -0.134469 4.56751 -332.644 -7.05451 -33.5853 12.1588 0.330003 -2.97756 -0.124009 0.641154 0.500258 1.48096 0.518552 -0.924525 -0.872385 0.957345
6.86432 -4.37978 3.08042 121.646 -69.4615 40.5099 -24.3477 15.4663 2993.54 -1622.34 888.735 -492.934 507.684 -160.096 96.1363 92258.3 -48280.2 25453.9 -15623.2 7252.55 -4004.96 -8.75956 -39.8398 50.4841 -277.846 -891.232 1060.09 -907.34 706.991 0.330007 -2.79744 1.95229 1.49606 0.547063 0.606975 0.994302 -0.988722 -0.949601 -0.949932
3.42681 1.7789 3.20456 31.4709 7.09358 6.09548 5.99311 23.4986 410.632 32.3828 30.5356 17.105 212.461 19.9031 247.102 6777.68 -105.313 287.817 432.687 88.1578 302.51 3.5578 -9.84142 -7.79119 28.3743 -137.084 -20.5755 -20.526 -29.1375 0.330006 -1.92693 -1.81737 1.12611 0.998571 0.520577 0.990239 -0.991074 0.859338 -0.903185
8.0661 5.24196 3.51393 143.308 92.2103 60.5017 40.4144 27.5162 3585.29 2294.36 1491.15 982.525 1148.85 443.934 305.007 112829 71948.1 46490.3 32500.2 20078.3 14405.8 10.4839 -48.0689 -65.8492 368.841 -1046.61 -1486.96 -1497.71 -1325.7 0.330006 -2.95294 -1.93707 1.48717 0.999986 1.49951 0.999964 0.999968 0.997832 0.838287
6.99344 -3.25291 3.22263 93.2362 -24.5836 16.0287 -14.2841 23.7353 1655.31 -233.194 137.66 -83.177 467.226 -93.4737 250.409 35842.5 -1987.05 1708.78 -1241.99 527.388 -1287.13 -6.50583 -31.4164 21.2751 -98.3346 -539.285 161.951 -150.436 172.287 0.330009 -2.85995 1.82641 1.11833 0.997889 1.43067 0.985551 0.93237 -0.988857 0.958417
