5.91959 -4.46501 -16.1922 15.6183 20.6478 8.20967 -32.2384 -106.063 18.2671 56.7914 56.133 207.952 -124.413 -502.152 -138.224 | 0.000179454 1.99772 1.87145 0.0746652 1.96388 0.239967 0.945983 -0.999302 0.242058 0.981952 
4.09266 -36.129 -20.7626 36.4026 -200.507 -182.552 -87.0732 -45.9545 236.172 -1367.76 -1114.99 -634.201 -394.516 -182.828 -8.66985 | 0.000368612 0.976676 1.71529 1.98545 0.398525 0.86995 0.732001 0.991088 0.475087 0.816645 
7.15063 -59.3773 -40.2553 69.7989 -370.21 -343.261 -236.72 -241.12 476.682 -2698.16 -2139.62 -1554.65 -1578.49 -1758.44 -238.073 | 0.000196964 1.98612 1.97946 1.80814 1.8448 0.108483 0.907532 0.998536 0.414018 0.14997 
-5.48207 2.81089 7.92646 -11.8809 18.4503 -3.57638 -15.6057 30.1354 -13.3865 32.1864 -25.5757 14.8323 25.1072 -88.7651 11.4646 | 7.06027e-05 1.34884 -1.99518 0.466786 0.528762 0.0321617 0.0966588 -0.884631 0.219429 -0.640931 
-6.72465 -70.5282 33.6182 -73.177 -538.319 384.024 -217.07 166.268 -565.771 -4666.43 2857.87 -1754.86 1408.68 -1319.67 142.773 | 0.000565375 1.99896 -1.94609 1.98311 1.69325 0.0529497 0.219241 -0.636237 0.248725 -0.0615627 
0.946066 -47.0756 -4.70685 8.37091 -267.683 -41.8604 -29.1862 -5.58232 52.62 -1775.45 -243.534 -220.708 -44.1628 -43.2827 -0.638185 | 1.31482e-05 1.57967 0.293738 1.80525 0.949089 0.166121 0.804293 -0.730258 0.192161 0.994292 
3.87808 -55.9678 -21.9759 35.9838 -373.721 -177.022 -143.368 -118.751 240.702 -2876.24 -1098.09 -980.437 -737.182 -921.176 -114.448 | 7.30084e-05 1.74879 1.40041 1.91353 1.95547 0.152743 0.72687 0.959587 0.520523 -0.970989 
2.42709 -48.4913 -15.2046 25.7373 -268.189 -132.544 -98.1907 -68.3337 175.584 -1704.44 -784.551 -586.229 -393.082 -520.963 -52.2538 | 3.55638e-05 1.87463 0.353733 1.687 1.95914 0.847007 0.94598 0.755531 0.192173 0.976461 
-2.71339 -26.3518 10.9402 -22.4157 -135.513 98.6324 -47.5931 26.2761 -135.874 -853.296 579.138 -326.655 182.506 -100.735 6.81972 | 0.000569866 0.532066 -1.4182 1.9908 0.574019 0.000312871 0.00593625 -0.938249 0.161312 -0.973599 
4.73023 -69.3135 -26.5801 44.2991 -501.206 -220.349 -151.313 -126.436 298.749 -4124.52 -1393.27 -1000.68 -827.83 -862.799 -115.052 | 4.0684e-05 1.96988 1.69551 1.93354 1.84319 0.0375825 0.71733 -0.822831 0.181176 0.103222 
-0.105397 -52.744 1.23078 -7.37017 -303.31 48.471 -76.6752 5.73147 -73.1795 -1973.09 373.558 -432.341 91.615 -342.604 -2.15124 | 0.000412491 1.9988 0.354815 1.6721 1.93491 0.874452 0.710939 -0.816559 0.371416 -0.735016 
-3.42302 -33.7882 10.3566 -27.2771 -230.575 96.3859 -82.9397 44.9302 -158.788 -1726.51 572.313 -484.45 447.552 -567.188 41.9998 | 0.000195881 1.34986 -1.9946 1.92613 1.98438 0.0135627 0.899285 0.965961 0.414072 0.104873 
-4.95804 5.12762 5.40764 -6.84749 16.9928 -10.7071 -7.63216 23.1288 -3.73946 17.2114 -24.5205 23.4099 7.2159 -58.8883 8.82125 | 5.66022e-05 1.17147 -1.98577 0.0707835 0.382609 0.0432978 0.00602884 -0.638131 -0.00691532 -0.956783 
0.121929 -5.2339 -3.06231 0.627168 -22.0127 -3.27215 -17.9675 -13.0946 2.3694 -94.4857 -5.94381 -63.4034 -11.6411 -69.9558 -5.0488 | 0.000473398 0.120288 -1.98569 1.59611 1.04942 0.000406708 0.0106522 0.802366 -0.0167407 -0.17094 
5.35312 -61.0911 -29.0469 54.3558 -358.513 -290.435 -118.646 -59.8916 375.961 -2453.25 -1821.18 -933.419 -478.108 -286.223 -16.0331 | 0.000176731 1.94433 1.2308 1.76778 0.86874 0.870765 0.614048 0.970127 0.258841 0.989718 
-4.69131 -0.999047 6.12735 -12.2093 17.6891 -17.072 -6.80947 35.7961 -15.287 43.1585 -48.6401 166.574 -62.0872 -221.194 59.6618 | 0.000267071 1.89209 -1.54625 0.305795 1.97382 0.0263201 0.0502358 -0.865476 -0.044479 0.804168 
-7.90071 -3.9885 17.5652 -29.1968 31.233 19.1638 -51.9789 63.6546 -43.8481 96.9424 -48.5255 -22.9303 116.546 -234.091 21.3459 | 3.21351e-06 1.99776 -1.99648 0.0582648 0.433633 0.0233468 0.906669 -0.99999 -0.122189 -0.977935 
7.52234 -75.9927 -46.9108 86.2818 -546.096 -508.525 -296.801 -244.577 692.888 -4592.67 -3765.35 -2498.78 -2024.54 -1848.61 -195.034 | 4.88305e-05 1.99556 1.89 1.97765 1.61836 0.888324 0.87475 0.965929 0.692008 0.969399 
-5.54527 -24.2457 20.3596 -40.5753 -108.969 150.345 -89.1747 60.0684 -212.025 -595.735 732.853 -530.162 408.931 -251.423 17.0455 | 2.9881e-05 1.32419 -1.93165 1.67032 0.382189 0.0561607 0.0133597 -0.967861 0.00160752 -0.903634 
1.2687 -35.2753 -7.81235 11.5801 -208.751 -59.4786 -55.7305 -29.6311 76.9466 -1472.3 -365.7 -361.632 -149.466 -223.481 -17.3759 | 5.44535e-05 0.971676 0.447278 1.99952 1.79638 0.0139287 0.0020379 0.918117 -0.0114462 -0.188683 
4.96828 -84.7408 -30.852 60.8051 -624.248 -393.472 -112.412 -35.162 513.728 -5332.68 -3076.42 -1146.66 -393.464 -132.286 -3.49469 | 1.2544e-05 2 1.07492 1.99987 0.398508 0.87003 0.00540025 0.966389 0.236943 0.994053 
-4.36932 11.0173 1.9694 -4.61868 18.8661 -34.1716 23.4385 19.3813 -1.7913 13.1728 -36.04 127.807 -116.049 32.1793 29.874 | 0.00054415 0.967852 -1.84495 0.0296409 1.99303 0.0439823 0.218494 -0.965626 -0.0112727 -0.971411 
3.16398 -26.0116 -13.7812 23.3102 -115.031 -97.8246 -46.0077 -27.1738 124.517 -630.267 -485.278 -272.142 -160.303 -105.589 -6.34451 | 0.000173206 0.976747 1.1748 1.76778 0.86874 0.782402 0.614936 0.863182 0.258286 0.829065 
0.421113 -9.59484 -5.16936 2.85439 -49.5732 -9.74352 -29.6411 -40.0342 14.1418 -266.508 -36.8622 -125.644 -47.5228 -191.056 -33.5933 | 3.56313e-05 0.320236 -1.99192 1.77461 1.6024 0.000904817 0.803064 0.806696 0.364405 0.999664 
3.99188 -2.77353 -7.86351 4.91332 -0.675583 -0.648351 -2.21807 -8.97207 2.64846 -0.52364 1.85334 15.0248 -8.40529 -18.4891 -0.0907084 | 7.06027e-05 1.55299 1.92548 0.346657 0.528762 0.27196 0.0966588 -0.884631 0.219429 -0.0657866 
0.325758 -12.3039 1.87974 -6.15078 -12.5886 15.5863 -5.45554 2.39741 -16.8281 -4.56715 20.4774 -8.87314 7.36299 -14.1547 0.433763 | 0.000181677 1.97723 0.538494 0.30764 0.966028 0.217966 0.852177 -0.731413 0.192961 -0.987579 
7.35353 -44.7044 -38.8969 65.6055 -231.829 -283.773 -226.62 -265.592 403.949 -1446.45 -1553.7 -1280.09 -1500.92 -1956.76 -291.603 | 3.55638e-05 1.87463 1.96624 1.687 1.95914 0.847007 0.945175 0.917385 0.192173 0.976461 
-5.00722 -43.86 17.3716 -38.1396 -246.397 126.214 -106.268 88.0707 -204.809 -1549.47 645.834 -535.207 454.134 -738.143 98.1011 | 0.000343459 1.99998 -1.65001 1.62086 1.90045 0.102323 0.103742 -0.664791 0.243613 0.953319 
-2.21255 -11.8895 6.12545 -13.0197 -44.6658 38.7113 -26.301 17.4398 -56.2268 -203.594 162.303 -121.593 89.6307 -58.7188 5.24984 | 2.94638e-06 0.467306 -1.64822 1.68157 0.496666 0.0115061 0.0131116 -0.918201 -0.0575362 -0.329171 
3.70542 -55.9596 -20.819 33.6815 -375.394 -163.143 -133.614 -108.856 221.261 -2895.64 -996.691 -893.441 -655.9 -822.99 -103.406 | 7.30411e-05 1.74887 1.40041 1.91353 1.94634 0.00705698 0.72687 0.741814 0.520523 -0.970989 
-4.21764 11.4305 1.45797 -4.19999 17.2647 -33.2672 26.6768 13.5665 -1.60299 11.0738 -30.6682 119.679 -116.395 66.26 22.7295 | 0.00054415 0.971416 -1.93108 0.0458894 1.99303 0.0522026 0.214176 -0.640638 -0.00732286 -0.924701 
4.35564 -22.5439 -19.5514 31.1719 -98.2856 -123.226 -79.6574 -64.0274 162.216 -534.577 -590.168 -441.277 -381.3 -283.333 -23.2711 | 0.00027044 0.976747 1.90396 1.75605 0.86874 0.782402 0.602204 0.786366 0.258286 0.983717 
-6.49423 -53.8001 28.5835 -60.9599 -342.209 270.184 -158.222 129.498 -401.566 -2479.86 1691.08 -1055.5 885.678 -906.582 102.265 | 0.000113527 1.98033 -1.87058 1.78206 1.59931 0.135672 0.62439 -0.519301 0.5796 -0.255749 
-2.46292 -6.73907 6.09936 -11.0718 -15.7954 25.365 -18.3143 15.033 -36.5031 -49.4413 76.453 -67.8165 53.4625 -40.4536 3.51268 | 2.10581e-07 0.409322 -1.39622 1.46258 0.246374 0.0113237 0.0108365 -0.981426 -0.0572438 -0.97884 
-4.97586 -51.9399 19.1239 -43.8689 -362.58 176.589 -131.958 99.66 -278.984 -2824.32 1109.94 -831.764 714.473 -913.3 110.131 | 0.000277436 1.83598 -1.86935 1.87926 1.98136 0.00103715 0.808088 0.841182 0.584269 -0.24864 
7.76005 -69.5087 -47.6075 85.5397 -476.641 -473.569 -319.378 -311.904 658.159 -3835.02 -3336.78 -2460.97 -2327.27 -2543.88 -327.857 | 4.97019e-06 2 1.96487 1.92322 1.91359 0.208052 0.103843 0.918495 0.257777 0.999743 
-6.17108 -39.9215 22.6743 -50.3265 -232.192 175.017 -141.153 140.903 -290.086 -1525.25 963.374 -758.708 822.438 -1205.71 168.1 | 0.000177225 1.88993 -1.99409 1.687 1.98688 0.847007 0.915438 0.755531 0.193192 -0.995146 
5.13662 -58.5912 -25.6837 41.158 -379.955 -176.002 -110.415 -101.223 236.139 -2778.77 -938.683 -578.466 -623.464 -570.08 -76.2137 | 3.64462e-05 1.98383 1.9291 1.79033 1.62538 0.0439758 0.0111777 -0.959782 0.1875 -0.221865 
2.08171 -60.3689 -12.4636 19.6195 -380.682 -99.3001 -114.147 -58.5665 129.886 -2740.67 -593.741 -751.086 -330.866 -593.889 -53.4804 | 0.000621967 1.98081 0.602023 1.78967 1.97293 0.319318 0.0759748 -0.676617 -0.0519134 0.916285 
-0.934164 -16.3472 -0.383726 -3.857 -84.7465 3.56868 -21.6375 -11.8136 -9.15587 -467.563 -1.78152 -76.5805 21.109 -121.751 -9.79934 | 0.000985189 0.993396 -1.57428 1.68547 1.70713 0.00792117 1.05913 0.952216 -0.0583675 0.997455 
-6.16015 1.74479 9.73189 -18.4246 30.9935 -22.2706 -8.5478 60.5134 -23.2051 61.4431 -75.4515 221.708 -82.6054 -273.179 85.7179 | 1.71264e-05 1.88596 -1.77918 0.0254242 1.94696 0.0226155 0.0629409 -0.82557 0.172008 -0.225447 
-2.94085 3.98029 2.44463 -2.29234 7.15982 -6.04806 -1.67109 9.15675 -0.873716 4.56983 -7.9062 8.59351 0.30943 -16.8825 3.49615 | 0.000117502 0.729748 -1.54579 0.276463 0.518819 0.0301893 0.706323 -0.884307 -0.0454688 -0.565521 
2.35523 -83.898 -15.8957 32.7659 -618.78 -225.77 -35.8022 -5.32459 296.744 -5238.19 -1860.02 -417.772 -71.5988 -15.1077 0.273195 | 0.000261974 2 0.257224 1.98388 0.394402 0.87003 0.167905 0.941869 0.236422 0.997484 
-1.6805 -7.8273 3.46223 -8.7893 -28.1974 20.3898 -18.0111 12.6128 -33.7553 -117.88 78.8834 -71.7945 56.4531 -58.4113 6.29604 | 0.000200343 0.377896 -1.58638 1.59591 1.03988 0.0481882 0.906675 -0.731413 -0.0165874 -0.187464 
-1.28173 -28.4191 5.69252 -10.6091 -140.953 50.1434 -11.7068 4.57082 -64.4076 -862.645 291.605 -81.4559 22.0826 -11.4569 1.01112 | 4.2992e-06 0.42588 0.419826 1.9908 0.574019 0.000312871 1.08466 -0.999405 -0.0144171 -0.973169 
2.05902 -83.1056 -14.1777 29.3192 -612.632 -203.908 -31.7766 -4.95037 268.551 -5180.7 -1692.69 -367.777 -63.8867 -15.0247 0.251477 | 0.000261974 1.98998 0.177641 1.98388 0.46885 0.87003 0.167905 0.890433 0.244774 0.997484 
0.00753291 -20.5971 -2.12723 0.0352115 -103.492 -4.39825 -39.6686 -8.88296 0.074641 -618.46 -11.49 -217.346 -17.02 -194.231 -5.14653 | 3.77595e-05 0.329099 0.308799 1.94971 1.99292 0.150871 0.00961352 -0.999309 0.25347 0.80553 
7.9359 -8.77156 -23.6094 30.882 27.1124 -29.2547 -73.4697 -117.598 52.3891 101.471 46.0094 29.2148 -231.823 -551.635 -82.7443 | 4.97019e-06 2 1.99999 0.307634 1.33967 0.111561 0.0977068 0.999565 0.00562141 0.999743 
-0.288172 -1.68267 -3.2722 -1.41985 -15.8643 -1.03892 -10.2882 -27.127 -5.13633 -80.8218 5.43989 -52.4214 -2.05565 -95.5395 -28.1367 | 1.93086e-05 0.256789 -1.89819 1.59222 1.97517 0.0493587 0.00400371 0.783767 0.0760906 -0.172006 
-2.33445 -14.0778 6.6297 -15.3668 -62.0953 49.8896 -37.7827 22.6819 -74.263 -323.854 238.186 -191.051 147.129 -89.5045 7.42046 | 0.000263543 0.475634 -1.95467 1.78509 0.401675 0.109891 0.108824 -0.863361 -0.0278103 -0.219392 
-6.445 -76.1719 35.3947 -73.0975 -573.329 430.045 -158.281 70.0904 -585.219 -4950.78 3253.82 -1459.1 770.574 -311.429 15.0624 | 4.06954e-05 1.97825 -1.72741 1.99952 0.414414 0.156778 0.0578579 -0.944043 0.2307 -0.342499 
5.11154 -37.4716 -25.4497 40.8158 -205.621 -171.112 -117.092 -121.559 234.121 -1320.84 -903.981 -648.282 -687.757 -707.13 -91.4472 | 0.000271562 1.57356 1.90416 1.75609 1.62108 0.922734 0.873922 0.868827 0.62985 -0.419479 
-6.35093 -48.8683 28.225 -56.0268 -260.854 249.804 -109.86 56.6469 -336.881 -1599.73 1370.18 -752.519 428.166 -230.162 12.4859 | 0.000343459 1.99998 -1.65001 1.62618 0.435785 0.0117344 0.103742 -0.98985 0.243613 -0.41528 
-7.46633 1.11691 14.2383 -27.0962 44.0273 -22.0011 -27.263 103.533 -40.2941 108.422 -124.334 294.466 -57.7479 -536.991 148.431 | 0.000261113 1.99296 -1.91554 0.0746652 1.98393 0.239967 0.921196 -0.780262 -0.053624 -0.994557 
2.23936 -74.0269 -13.5146 22.5056 -530.078 -123.651 -124.581 -55.0933 161.615 -4336.51 -819.497 -987.605 -368.381 -560.257 -43.4849 | 8.14583e-06 2 0.706797 1.93309 1.79337 0.0392 0.00050672 -0.999921 -0.017962 0.994349 
-6.21022 -58.2581 27.194 -55.4468 -376.216 259.537 -109.361 54.9564 -351.288 -2728.08 1543.7 -795.821 576.029 -275.239 13.9683 | 1.39192e-05 2 -1.96918 1.78435 0.371115 0.00286973 0.0734107 -0.94249 -0.110682 0.99423 
-7.62473 -72.9665 41.908 -87.1943 -539.783 507.319 -223.108 115.647 -700.794 -4610.62 3838.13 -2075.55 1244.91 -603.003 32.6425 | 0.000281488 1.96873 -1.9642 1.99171 0.485684 0.041568 0.497936 -0.879547 -0.0248494 -0.996353 
-2.67446 10.2947 -0.916295 -1.48878 8.52212 -18.3081 26.0034 -7.41666 -0.362904 5.0576 -11.273 77.5663 -64.7065 79.3201 -1.93837 | 0.000537265 0.971416 -1.83524 0.0458894 1.99303 0.0522026 0.202027 -0.651162 0.227386 0.844839 
-3.64135 -17.6546 10.7321 -27.187 -100.604 84.1905 -70.2496 66.3499 -148.319 -638.013 467.077 -401.813 429.9 -541.968 65.9216 | 0.000263543 0.960664 -1.95467 1.82848 1.9344 0.0741907 0.213387 -0.863361 -0.0278103 0.0296147 
4.66013 -31.6983 -19.4746 30.9316 -147.35 -118.264 -59.1097 -36.4282 147.598 -798.166 -512.327 -304.538 -274.549 -149.933 -7.12686 | 0.00388139 1.55299 1.92447 1.60161 0.501076 0.27196 0.705986 -0.884631 0.219429 0.800181 
2.70458 -12.5666 -8.27051 13.7225 -6.89082 -24.7061 -14.4324 -5.28178 22.7496 14.9721 -21.5463 -32.1343 -21.5952 -12.3385 0.103593 | 0.000986921 1.94119 0.423637 0.00633491 0.477376 0.000259267 1.04425 0.80608 -0.0205286 0.960373 
-2.93552 7.07605 0.936865 -0.83149 7.3815 -12.3549 3.02089 11.2094 -0.0869938 1.75693 -8.53899 16.6136 -8.667 -17.381 6.29621 | 0.000278519 0.444907 -1.98569 0.0884746 0.45712 0.00658268 0.0101761 -0.943113 -0.00986498 -0.989784 
-2.8381 -17.3854 7.14199 -19.8705 -97.7627 57.3413 -56.2091 37.7049 -101.91 -602.273 299.292 -295.904 287.821 -426.352 35.5284 | 0.000178988 0.975745 -1.86734 1.79529 1.90825 0.863371 0.547209 -0.838519 -0.00832679 0.905971 
3.91817 -43.1077 -17.9226 29.1309 -253.706 -127.05 -43.595 -16.9136 157.37 -1710.36 -641.946 -224.746 -231.107 -63.8656 -0.23698 | 3.33509e-05 1.55401 1.90946 1.80756 0.362194 0.253361 0.531675 -0.951197 0.236237 -0.046413 
7.00521 -45.6445 -37.1671 62.6205 -240.248 -272.072 -214.427 -248.863 386.308 -1511.37 -1496.02 -1205.09 -1386.72 -1816.48 -274.143 | 0.000179452 1.88993 1.87604 1.687 1.98688 0.847007 0.94598 0.755531 0.193192 0.981363 
-5.1975 -33.4277 17.9345 -40.5736 -190.173 134.787 -110.897 107.773 -226.274 -1221.82 728.112 -586.201 614.011 -906.352 122.839 | 0.000271779 1.69301 -1.85841 1.70395 1.99222 0.0555043 0.0942654 -0.945088 0.083307 0.68703 
-0.19194 -82.3455 4.39162 -9.93936 -616.395 92.6622 -12.6387 2.76959 -124.981 -5265.68 912.245 -144.427 18.3844 -7.73036 0.741351 | 0.000569866 1.98803 0.419826 1.9908 0.574019 0.000312871 1.08466 -0.938249 0.161312 -0.973169 
-7.57495 -72.7816 41.5301 -86.3922 -538.126 501.716 -219.468 113.405 -692.791 -4592.47 3788.94 -2034.72 1219.28 -587.065 31.7752 | 0.000281488 1.96655 -1.96071 1.99073 0.485684 0.0415785 0.497936 -0.875773 -0.0225081 -0.959639 
-1.91243 -22.8646 7.06205 -14.7129 -109.477 60.4865 -31.4066 15.7661 -83.1359 -640.475 332.377 -191.676 99.0086 -53.4364 3.86676 | 1.21172e-06 0.364818 -1.37752 1.9445 0.471248 0.0115256 0.0099772 -0.991697 -0.0268347 -0.412883 
-3.06161 9.53439 0.154971 -0.9837 8.4295 -19.4047 14.0241 7.79585 -0.116111 2.17543 -10.8441 38.5999 -40.8637 16.6084 9.71364 | 0.000475312 0.479103 -1.98569 0.0884746 1.35548 0.00658268 0.0101761 -0.958822 -0.00986498 -0.997935 
4.65359 -38.7185 -23.9107 37.6172 -221.651 -158.34 -122.734 -132.612 219.24 -1472.45 -847.535 -691.74 -736.692 -864.291 -121.581 | 4.06816e-05 1.57765 1.80336 1.78747 1.8465 0.0673062 0.828955 -0.820444 0.187567 0.994053 
3.67605 -62.1671 -22.7481 40.1203 -389.922 -218.168 -147.421 -111.111 293.932 -2814.73 -1428.88 -1014.34 -700.308 -850.308 -97.3566 | 8.74507e-06 1.99992 0.747412 1.79489 1.97293 0.322704 0.0040521 0.774773 0.0828702 0.867559 
-2.88878 -54.5507 10.1614 -23.1994 -393.579 94.9904 -58.315 17.9727 -133.797 -3197.63 528.53 -350.931 241.264 -195.755 8.44832 | 0.000481129 1.61185 -1.63915 1.99048 1.34346 0.286548 0.69531 0.658554 0.28526 0.983678 
-5.98005 -50.8975 24.8608 -55.9909 -350.483 237.641 -176.248 154.494 -375.486 -2720.17 1547 -1199.46 1140.45 -1430.24 178.61 | 6.31425e-05 1.83719 -1.99943 1.88074 1.99536 0.0054352 0.00686373 0.809216 0.254789 -0.997907 
3.29675 -39.0096 -16.2789 26.295 -208.878 -112.939 -76.5411 -61.6102 150.047 -1306.76 -591.971 -433.695 -319.678 -355.161 -39.6494 | 0.00017636 1.57356 1.175 1.73582 1.62108 0.922734 0.873922 0.868827 0.62985 -0.412287 
